RecID|PriceCode|Description|Price
347|G-01-178|2 Phase 24 in x 5 ft 1440 lb|7542.5
348|G-01-179|2 Phase 24 in x 7 ft 1440 lb|7968.75
349|G-01-180|2 Phase 24 in x 10 ft 1440 lb|9340
350|G-01-181|2 Phase 30 in x 10 ft 1440 lb|14265
351|G-01-182|2 Phase 36 in x 10 ft 1440 lb|18370
352|G-01-183|2 Phase 36 in x 15 ft 1440 lb|24201.25
353|G-01-191|3 Phase 16 in x 7 ft 1440 lb|6662.5
354|G-01-192|3 Phase 16 in x 10 ft 1440 lb|7241.25
355|G-01-193|3 Phase 20 in x 7 ft 1422 lb|8432.5
356|G-01-194|3 Phase 20 in x 10 ft 1422 lb|9241.25
357|G-01-195|3 Phase 24 in x 7 ft 1440 lb|9345
358|G-01-196|3 Phase 24 in x 10 ft 1440 lb|10517.5
359|G-01-197|3 Phase 30 in x 10 ft 1440 lb|16226.25
360|G-01-198|3 Phase 36 in x 10 ft 1440 lb|20291.25
361|G-01-199|3 Phase 36 in x 15 ft 1440 lb|27105
362|G-02-201|2 Phase Float and Lever Control 24 in x 7 ft  125 lb|3180
363|G-02-202|2 Phase Float and Lever Control 30 in x 10 ft  125 lb|4675
364|G-02-203|2 Phase Float and Lever Control 36 in x 10 ft  125 lb|6610
365|G-02-204|2 Phase Pneumatic Control 24 in x 7 ft  125 lb|3211.25
366|G-02-205|2 Phase Pneumatic Control 30 in x 10 ft  125 lb|4622.5
367|G-02-206|2 Phase Pneumatic Control 36 in x 10 ft  125 lb|6417.5
368|G-02-221|3 Phase 24 in x 7 ft  125 lb|4112.5
369|G-02-222|3 Phase 30 in x 10 ft  125 lb|5690
370|G-02-223|3 Phase 36 in x 10 ft  125 lb|7528.75
371|G-02-224|3 Phase 36 in x 15 ft  125 lb|11440
372|G-02-231|2 Phase 16 in x 5 ft  500 lb|3656.25
373|G-02-232|2 Phase 20 in x 7 ft  500 lb|5308.75
374|G-02-233|2 Phase 24 in x 7 ft  500 lb|5515
375|G-02-234|2 Phase 24 in x 10 ft  500 lb|5796.25
376|G-02-241|3 Phase 20 in x 10 ft  500 lb|6891.25
377|G-02-242|3 Phase 24 in x 10 ft  500 lb|7177.5
378|G-02-251|2 Phase 16 in x 5 ft 1100 lb|4630
379|G-02-252|2 Phase 20 in x 7 ft 1000 lb|6341.25
380|G-02-253|2 Phase 24 in x 7 ft 1000 lb|7731.25
381|G-02-254|2 Phase 24 in x 10 ft 1000 lb|8833.75
382|G-02-261|3 Phase 20 in x 7 ft 1000 lb|7493.75
383|G-02-262|3 Phase 24 in x 10 ft 1000 lb|9890
384|G-02-271|2 Phase 12 in x 4 ft 1440 lb|3663.75
385|G-02-272|2 Phase 16 in x 5 ft 1440 lb|4455
386|G-02-273|2 Phase 20 in x 7 ft 1422 lb|6170
387|G-02-274|2 Phase 24 in x 7 ft 1440 lb|8103.75
388|G-02-275|2 Phase 24 in x 10 ft 1440 lb|9118.75
389|G-02-276|2 Phase 30 in x 10 ft 1440 lb|14288.75
390|G-02-277|2 Phase 36 in x 10 ft 1440 lb|18481.25
391|G-02-278|2 Phase 36 in x 15 ft 1440 lb|21297.5
392|G-02-281|3 Phase 20 in x 7 ft 1422 lb|7333.75
393|G-02-282|3 Phase 24 in x 10 ft 1440 lb|10307.5
394|G-02-284|3 Phase 30 in x 10 ft 1440 lb|15276.25
395|G-02-285|3 Phase 36 in x 10 ft 1440 lb|19973.75
396|G-02-286|3 Phase 36 in x 15 ft 1440 lb|23852.5
"397|G-03-301|4-2 inch XH/4-2 inch XH 500,000 btu/hr 16 in  x 7 ft|25598.68"
"398|G-03-302|4-2 inch XXH/4-2 inch XH 500,000 btu/hr 16 in  x 7 ft|26542.42"
"399|G-03-303|4-2 inch XXH/4-2 inch XXH 500,000 btu/hr 16 in  x 7 ft|27683.04"
"400|G-03-306|4-2 inch XH/4-2 inch XH 500,000 btu/hr 16 in  x 7 ft|26187.18"
"401|G-03-307|4-2 inch XXH/4-2 inch XH 500,000 btu/hr 16 in  x 7 ft|27133.06"
"402|G-03-308|4-2 inch XXH/4-2 inch XXH 500,000 btu/hr 16 in  x 7 ft|28275.82"
"403|G-03-311|4-2 inch XH/4-2 inch XH 500,000 btu/hr 20 in  x 7 ft|25746.34"
"404|G-03-312|4-2 inch XXH/4-2 inch XH 500,000 btu/hr 20 in  x 7 ft|27458.34"
"405|G-03-313|4-2 inch XXH/4-2 inch XXH 500,000 btu/hr 20 in  x 7 ft|39656.34"
"406|G-03-316|4-2 inch XH/4-2 inch XH 500,000 btu/hr 20 in  x 7 ft|28997"
"407|G-03-317|4-2 inch XXH/4-2 inch XH 500,000 btu/hr 20 in  x 7 ft|29949.3"
"408|G-03-318|4-2 inch XXH/4-2 inch XXH 500,000 btu/hr 20 in  x 7 ft|31122.02"
"409|G-03-321|6-2 inch XH/8-2 inch XH 750,000 btu/hr 16 in  x 7 ft|27856.38"
"410|G-03-322|6-2 inch XXH/8-2 inch XH 750,000 btu/hr 16 in  x 7 ft|29157.5"
"411|G-03-323|6-2 inch XXH/8-2 inch XXH 750,000 btu/hr 16 in  x 7 ft|30700.44"
"412|G-03-326|6-2 inch XH/8-2 inch XH 750,000 btu/hr 16 in  x 7 ft|28447.02"
"413|G-03-327|6-2 inch XXH/8-2 inch XH 750,000 btu/hr 16 in  x 7 ft|29750.28"
"414|G-03-328|6-2 inch XXH/8-2 inch XXH 750,000 btu/hr 16 in  x 7 ft|31297.5"
"415|G-03-331|6-2 inch XH/8-2 inch XH 750,000 btu/hr 20 in  x 7 ft|26844.16"
"416|G-03-332|6-2 inch XXH/8-2 inch XH 750,000 btu/hr 20 in  x 7 ft|28556.16"
"417|G-03-333|6-2 inch XXH/8-2 inch XXH 750,000 btu/hr 20 in  x 7 ft|40754.16"
"418|G-03-336|6-2 inch XH/8-2 inch XH 750,000 btu/hr 20 in  x 7 ft|31055.68"
"419|G-03-337|6-2 inch XXH/8-2 inch XH 750,000 btu/hr 20 in  x 7 ft|32607.18"
"420|G-03-338|6-2 inch XXH/8-2 inch XXH 750,000 btu/hr 20 in  x 7 ft|33923.28"
"421|G-03-341|4-2 inch XXH/8-2 inch XH 1,000,000 btu/hr 20 in  x 7 ft|35645.98"
"422|G-03-342|4-2 inch XXH/8-3 inch XH 1,000,000 btu/hrb 20 in  x 7 ft|40135.7"
"423|G-03-343|4-2-1/2 inch XXXH/8-3 inch XH 1,000,000 btu/hr 20 in  x 7 ft|53082.7"
"424|G-03-346|4-2 inch XXH/8-2 inch XH 1,000,000 btu/hr 24 in  x 7 ft|38770.38"
"425|G-03-347|4-2 inch XXH/8-3 inch XH 1,000,000 btu/hr 24 in  x 7 ft|43281.5"
"426|G-03-348|4-2-1/2 inch XXXH/8-3 inch XH 1,000,000 btu/hr 24 in  x 7 ft|56256.32"
"427|G-03-349|4-2-1/2 inch XXXH/8-3 inch XH 1,500,000 btu/hr 24 in  x 7 ft|65627.38"
"428|G-03-350|4-2-1/2 inch XXXH/8-3 inch XH 2,000,000 btu/hr 24 in  x 7 ft|73091.7"
"429|G-03-351|4-2 inch XH/4-2 inch XH 2,500,000 btu/hr 16 in x 7 ft|22384.4"
"430|G-03-352|4-2  inch XH/4-2 inch XH 2,500,000 btu/hr 16 in x 7 ft|22951.5"
"431|H-01-101|250,000 btu/hr 24 in x 7 ft-6 in 2 in XH/XH|10545.45"
"432|H-01-102|250,000 btu/hr 24 in x 7 ft-6 in 2 in XXH/XXH|11779.76"
"433|H-01-103|250,000 btu/hr 24 in x 7 ft-6 in 2 in XXH/XH|11278.25"
"434|H-01-111|500,000 btu/hr 30 in x 10 ft 2 in XH/XH|12434.7"
"435|H-01-112|500,000 btu/hr 30 in x 10 ft 2 in XXH/XXH|14562.11"
"436|H-01-113|500,000 btu/hr 30 in x 10 ft 2 in XXH/XH|13492.68"
"437|H-01-121|750,000 btu/hr 36 in x 10 ft 2 in XH/XH|14949.12"
"438|H-01-122|750,000 btu/hr 36 in x 10 ft 2 in XXH/XXH|17974.21"
"439|H-01-123|750,000 btu/hr 36 in x 10 ft 2 in XXH/XH|16391.82"
"440|H-01-131|1,000,000 btu/hr 42 in x 15 ft 2 in XXH/XH|20106.2"
"441|H-01-132|1,000,000 btu/hr 42 in x 15 ft 2 in XXH/3 in XH|24285.45"
"442|H-01-133|1,000,000 btu/hr 42 in x 15 ft 2 in XXXH/3 in XH|43342.83"
"443|H-02-201|Without Excelsior Section 283,000 btu/hr  4 ft x 20 ft|19280.76"
"444|H-02-202|Without Excelsior Section 350,000 btu/hr  4 ft x 20 ft|20771.76"
"445|H-02-203|Without Excelsior Section 283,000 btu/hr  4 ft x 27 ft-6 in|23926.29"
"446|H-02-204|Without Excelsior Section 350,000 btu/hr  4 ft x 27 ft-6 in|25417.29"
"447|H-02-205|Without Excelsior Section 500,000 btu/hr  6 ft x 20 ft|26512.11"
"448|H-02-206|Without Excelsior Section 500,000 btu/hr  6 ft x 27 ft-6 in|32876.55"
"449|H-02-207|Without Excelsior Section 1,000,000 btu/hr  8 ft x 20 ft|37547.64"
"450|H-02-208|Without Excelsior Section 1,000,000 btu/hr  8 ft x 27 ft-6 in|44225.19"
"451|H-02-209|Without Excelsior Section 1,350,000 btu/hr 10 ft x 20 ft|49750.41"
"452|H-02-210|Without Excelsior Section 1,350,000 btu/hr 10 ft x 27 ft-6 in|58845.51"
"453|H-02-230|With Excelsior Section 283,000 btu/hr  4 ft x 20 ft|20893.17"
"454|H-02-231|With Excelsior Section 350,000 btu/hr  4 ft x 20 ft|22518.36"
"455|H-02-232|With Excelsior Section 283,000 btu/hr  4 ft x 27 ft-6 in|26054.16"
"456|H-02-233|With Excelsior Section 350,000 btu/hr  4 ft x 27 ft-6 in|27543.03"
"457|H-02-234|With Excelsior Section 500,000 btu/hr  6 ft x 20 ft|28593.12"
"458|H-02-235|With Excelsior Section 500,000 btu/hr  6 ft x 27 ft-6 in|35553.96"
"459|H-02-236|With Excelsior Section 1,000,000 btu/hr  8 ft x 20 ft|40665.96"
"460|H-02-237|With Excelsior Section 1,000,000 btu/hr  8 ft x 27 ft-6 in|47413.8"
"461|H-02-238|With Excelsior Section 1,350,000 btu/hr 10 ft x 20 ft|53748.42"
"462|H-02-239|With Excelsior Section 1,350,000 btu/hr 10 ft x 27 ft-6 in|62843.52"
463|H-03-301|650 (x1000) btu/hr 6 ft x 15 ft 50 lb|36423
464|H-03-302|850 (x1000) btu/hr 6 ft x 20 ft 50 lb|38553
465|H-03-303|650 (x1000) btu/hr 6 ft x 15 ft 75 lb|38766
466|H-03-304|850 (x1000) btu/hr 6 ft x 20 ft 75 lb|41109
467|H-03-305|650 (x1000) btu/hr 6 ft x 15 ft 100 lb|41322
468|H-03-306|850 (x1000) btu/hr 6 ft x 20 ft 100 lb|43452
469|H-04-401|3 ft x 10 ft 50 lb |11331.9
470|H-04-402|4 ft x 10 ft 50 lb |12714.3
471|H-04-403|4 ft x 15 ft 50 lb |14831.1
472|H-04-404|6 ft x 10 ft 50 lb |17671.5
473|H-04-405|6 ft x 15 ft 50 lb |20447.1
474|H-04-406|6 ft x 20 ft 50 lb |22191.3
475|H-04-407|8 ft x 10 ft 40 lb |25604.1
476|H-04-408|8 ft x 15 ft 40 lb |29392.2
477|H-04-409|8 ft x 20 ft 40 lb |32470.2
478|H-04-410|8 ft x 25 ft 40 lb |36239.4
"479|I-01-106|20 H.P. Oil Well Pumping Motor (1200 RPM) Fully Guarded, Drip Proof W/Screens NEMD D-T Frame|1145.1"
"480|I-01-107|25 H.P. Oil Well Pumping Motor (1200 RPM) Fully Guarded, Drip Proof W/Screens NEMD D-T Frame|1373.46"
"481|I-01-108|30 H.P. Oil Well Pumping Motor (1200 RPM) Fully Guarded, Drip Proof W/Screens NEMD D-T Frame|1599.84"
"482|I-01-109|40 H.P. Oil Well Pumping Motor (1200 RPM) Fully Guarded, Drip Proof W/Screens NEMD D-T Frame|2227.5"
"483|I-01-110|50 H.P. Oil Well Pumping Motor (1200 RPM) Fully Guarded, Drip Proof W/Screens NEMD D-T Frame|2691.48"
"484|I-01-111|60 H.P. Oil Well Pumping Motor (1200 RPM) Fully Guarded, Drip Proof W/Screens NEMD D-T Frame|3098.04"
"485|I-01-112|75 H.P. Oil Well Pumping Motor (1200 RPM) Fully Guarded, Drip Proof W/Screens NEMD D-T Frame|4356"
"486|I-01-113|100 H.P. Oil Well Pumping Motor (1200 RPM) Fully Guarded, Drip Proof W/Screens NEMD D-T Frame|4678.08"
"487|I-01-114|150 H.P. Oil Well Pumping Motor (1200 RPM) Fully Guarded, Drip Proof W/Screens NEMD D-T Frame|4433.88"
"488|I-01-115|125 H.P. Oil Well Pumping Motor (1200 RPM) Fully Guarded, Drip Proof W/Screens NEMD D-U Frame|5674.02"
"489|I-01-116|150 H.P. Oil Well Pumping Motor (1200 RPM) Fully Guarded, Drip Proof W/Screens NEMD D-U Frame|6242.28"
490|I-01-177|20 H.P. 1200 R.P.M. Totally Enclosed Fan Cooled Motor NEMA B-T Frame|1138.5
491|I-01-178|20 H.P. 1800 R.P.M. Totally Enclosed Fan Cooled Motor NEMA B-T Frame|676.5
492|I-01-179|20 H.P. 3600 R.P.M. Totally Enclosed Fan Cooled Motor NEMA B-T Frame|712.14
493|I-01-180|25 H.P. 1200 R.P.M. Totally Enclosed Fan Cooled Motor NEMA B-T Frame|1382.04
494|I-01-181|25 H.P. 1800 R.P.M. Totally Enclosed Fan Cooled Motor NEMA B-T Frame|811.8
495|I-01-182|25 H.P. 3600 R.P.M. Totally Enclosed Fan Cooled Motor NEMA B-T Frame|874.5
496|I-01-183|30 H.P. 1200 R.P.M. Totally Enclosed Fan Cooled Motor NEMA B-T Frame|1686.96
497|I-01-184|30 H.P. 1800 R.P.M. Totally Enclosed Fan Cooled Motor NEMA B-T Frame|986.04
498|I-01-185|30 H.P. 3600 R.P.M. Totally Enclosed Fan Cooled Motor NEMA B-T Frame|964.26
499|I-01-186|40 H.P. 1200 R.P.M. Totally Enclosed Fan Cooled Motor NEMA B-T Frame|2295.48
500|I-01-187|40 H.P. 1800 R.P.M. Totally Enclosed Fan Cooled Motor NEMA B-T Frame|1275.12
501|I-01-188|40 H.P. 3600 R.P.M. Totally Enclosed Fan Cooled Motor NEMA B-T Frame|1265.22
502|I-01-189|50 H.P. 1200 R.P.M. Totally Enclosed Fan Cooled Motor NEMA B-T Frame|2679.6
503|I-01-190|50 H.P. 1800 R.P.M. Totally Enclosed Fan Cooled Motor NEMA B-T Frame|1641.42
504|I-01-191|50 H.P. 3600 R.P.M. Totally Enclosed Fan Cooled Motor NEMA B-T Frame|1754.28
505|I-01-192|60 H.P. 1200 R.P.M. Totally Enclosed Fan Cooled Motor NEMA B-T Frame|3096.72
506|I-01-193|60 H.P. 1800 R.P.M. Totally Enclosed Fan Cooled Motor NEMA B-T Frame|2464.44
507|I-01-194|60 H.P. 3600 R.P.M. Totally Enclosed Fan Cooled Motor NEMA B-T Frame|2568.06
508|I-01-195|75 H.P. 1200 R.P.M. Totally Enclosed Fan Cooled Motor NEMA B-T Frame|3721.74
509|I-01-196|75 H.P. 1800 R.P.M. Totally Enclosed Fan Cooled Motor NEMA B-T Frame|3150.18
510|I-01-197|75 H.P. 3600 R.P.M. Totally Enclosed Fan Cooled Motor NEMA B-T Frame|3057.78
511|I-01-198|100 H.P. 1200 R.P.M. Totally Enclosed Fan Cooled Motor NEMA B-T Frame|5238.42
512|I-01-199|100 H.P. 1800 R.P.M. Totally Enclosed Fan Cooled Motor NEMA B-T Frame|3798.96
513|I-01-200|100 H.P. 3600 R.P.M. Totally Enclosed Fan Cooled Motor NEMA B-T Frame|4125.66
514|I-01-201|125 H.P. 1200 R.P.M. Totally Enclosed Fan Cooled Motor NEMA B-T Frame|6373.62
515|I-01-202|125 H.P. 1800 R.P.M. Totally Enclosed Fan Cooled Motor NEMA B-T Frame|4900.5
516|I-01-203|125 H.P. 3600 R.P.M. Totally Enclosed Fan Cooled Motor NEMA B-T Frame|5751.24
517|I-01-204|150 H.P. 1200 R.P.M. Totally Enclosed Fan Cooled Motor NEMA B-T Frame|7019.76
518|I-01-205|150 H.P. 1800 R.P.M. Totally Enclosed Fan Cooled Motor NEMA B-T Frame|5960.46
519|I-01-206|150 H.P. 3600 R.P.M. Totally Enclosed Fan Cooled Motor NEMA B-T Frame|6888.42
520|I-01-207|200 H.P. 1200 R.P.M. Totally Enclosed Fan Cooled Motor NEMA B-T Frame|9168.72
521|I-01-208|200 H.P. 1800 R.P.M. Totally Enclosed Fan Cooled Motor NEMA B-T Frame|7211.82
522|I-01-209|200 H.P. 3600 R.P.M. Totally Enclosed Fan Cooled Motor NEMA B-T Frame|8607.72
523|I-01-210|250 H.P. 1200 R.P.M. Totally Enclosed Fan Cooled Motor NEMA B-T Frame|11462.88
524|I-01-211|250 H.P. 1800 R.P.M. Totally Enclosed Fan Cooled Motor NEMA B-T Frame|8875.68
525|I-01-212|250 H.P. 3600 R.P.M. Totally Enclosed Fan Cooled Motor NEMA B-T Frame|10677.48
526|I-01-213|300 H.P. 1800 R.P.M. Totally Enclosed Fan Cooled Motor NEMA B-T Frame|10382.46
527|I-01-214|300 H.P. 3600 R.P.M. Totally Enclosed Fan Cooled Motor NEMA B-T Frame|13745.82
528|I-01-266|20 H.P. 1200 R.P.M. Drip Proof Motor NEMA B-T Frame|834.24
529|I-01-267|20 H.P. 1800 R.P.M. Drip Proof Motor NEMA B-T Frame|556.38
530|I-01-268|20 H.P. 3600 R.P.M. Drip Proof Motor NEMA B-T Frame|531.96
531|I-01-269|25 H.P. 1200 R.P.M. Drip Proof Motor NEMA B-T Frame|997.26
532|I-01-270|25 H.P. 1800 R.P.M. Drip Proof Motor NEMA B-T Frame|655.38
533|I-01-271|25 H.P. 3600 R.P.M. Drip Proof Motor NEMA B-T Frame|648.78
534|I-01-272|30 H.P. 1200 R.P.M. Drip Proof Motor NEMA B-T Frame|1111.44
535|I-01-273|30 H.P. 1800 R.P.M. Drip Proof Motor NEMA B-T Frame|765.6
536|I-01-274|30 H.P. 3600 R.P.M. Drip Proof Motor NEMA B-T Frame|737.22
537|I-01-275|40 H.P. 1200 R.P.M. Drip Proof Motor NEMA B-T Frame|1569.48
538|I-01-276|40 H.P. 1800 R.P.M. Drip Proof Motor NEMA B-T Frame|954.36
539|I-01-277|40 H.P. 3600 R.P.M. Drip Proof Motor NEMA B-T Frame|1003.2
540|I-01-278|50 H.P. 1200 R.P.M. Drip Proof Motor NEMA B-T Frame|1908.06
541|I-01-279|50 H.P. 1800 R.P.M. Drip Proof Motor NEMA B-T Frame|1114.08
542|I-01-280|50 H.P. 3600 R.P.M. Drip Proof Motor NEMA B-T Frame|1236.84
543|I-01-281|60 H.P. 1200 R.P.M. Drip Proof Motor NEMA B-T Frame|2205.06
544|I-01-282|60 H.P. 1200 R.P.M. Drip Proof Motor NEMA B-T Frame|1402.5
545|I-01-283|60 H.P. 3600 R.P.M. Drip Proof Motor NEMA B-T Frame|1481.7
546|I-01-284|75 H.P. 1200 R.P.M. Drip Proof Motor NEMA B-T Frame|2650.56
547|I-01-285|75 H.P. 1800 R.P.M. Drip Proof Motor NEMA B-T Frame|1783.98
548|I-01-286|75 H.P. 3600 R.P.M. Drip Proof Motor NEMA B-T Frame|1921.26
549|I-01-287|100 H.P. 1200 R.P.M. Drip Proof Motor NEMA B-T Frame|3358.08
550|I-01-288|100 H.P. 1800 R.P.M. Drip Proof Motor NEMA B-T Frame|2298.78
551|I-01-289|100 H.P. 3600 R.P.M. Drip Proof Motor NEMA B-T Frame|2641.32
552|I-01-290|125 H.P. 1200 R.P.M. Drip Proof Motor NEMA B-T Frame|4085.4
553|I-01-291|125 H.P. 1800 R.P.M. Drip Proof Motor NEMA B-T Frame|2643.96
554|I-01-292|125 H.P. 3600 R.P.M. Drip Proof Motor NEMA B-T Frame|3249.18
555|I-01-293|150 H.P. 1200 R.P.M. Drip Proof Motor NEMA B-T Frame|4499.88
556|I-01-294|150 H.P. 1800 R.P.M. Drip Proof Motor NEMA B-T Frame|3801.6
557|I-01-295|150 H.P. 3600 R.P.M. Drip Proof Motor NEMA B-T Frame|4202.22
558|I-01-296|200 H.P. 1200 R.P.M. Drip Proof Motor NEMA B-T Frame|5584.26
559|I-01-297|200 H.P. 1800 R.P.M. Drip Proof Motor NEMA B-T Frame|4634.52
560|I-01-298|200 H.P. 3600 R.P.M. Drip Proof Motor NEMA B-T Frame|5525.52
561|I-01-299|250 H.P. 1200 R.P.M. Drip Proof Motor NEMA B-T Frame|6474.6
562|I-01-300|250 H.P. 1800 R.P.M. Drip Proof Motor NEMA B-T Frame|5849.58
563|I-01-301|250 H.P. 3600 R.P.M. Drip Proof Motor NEMA B-T Frame|6621.12
564|I-01-302|300 H.P. 1800 R.P.M. Drip Proof Motor NEMA B-T Frame|6489.12
565|I-01-303|300 H.P. 3600 R.P.M. Drip Proof Motor NEMA B-T Frame|7775.46
566|I-02-201|600 Nema 1 Standard Trip w/o Lock Relay|4198.71
567|I-02-202|600 Nema 1 Standard Trip with Lock Relay|4510.11
568|I-02-203|600 Nema 2 Standard Trip w/o Lock Relay|4871.68
569|I-02-204|600 Nema 2 Standard Trip with Lock Relay|5183.08
570|I-02-205|600 Nema 3 Standard Trip w/o Lock Relay|6169.18
571|I-02-206|600 Nema 3 Standard Trip with Lock Relay|6480.58
572|I-02-207|600 Nema 4 Standard Trip w/o Lock Relay|9611.88
573|I-02-208|600 Nema 4 Standard Trip with Lock Relay|9923.28
574|I-02-221|600 Nema 1 Adjustable Magnetic Strip|4696.95
575|I-02-222|600 Nema 2 Adjustable Magnetic Strip|5515.24
576|I-02-223|600 Nema 3 Adjustable Magnetic Strip|6978.82
577|I-02-224|600 Nema 4 Adjustable Magnetic Strip|10525.32
578|I-03-302|Motor 2 Open Drip Proof|2643.84
579|I-03-303|Motor 3 Open Drip Proof|3772.64
580|I-03-304|Motor 4 Open Drip Proof|6337.6
581|I-03-305|Motor 5 Open Drip Proof|8791.04
582|I-03-306|Motor 6 Open Drip Proof|11407.68
583|I-03-308|Motor 3.5 Open Drip Proof|5437.28
584|I-03-309|Motor 6.5 Open Drip Proof|16333.6
585|I-03-312|Pole 2 Open Drip Proof|2668.32
586|I-03-313|Pole 3 Open Drip Proof|3832.48
587|I-03-314|Pole 4 Open Drip Proof|6563.36
588|I-03-315|Pole 5 Open Drip Proof|9188.16
589|I-03-316|Pole 6 Open Drip Proof|11655.2
590|I-03-318|Pole 3.5 Open Drip Proof|5633.12
591|I-03-319|Pole 6.5 Open Drip Proof|16583.84
592|I-03-322|Motor 2 TEFC|2543.2
593|I-03-323|Motor 3 TEFC|3712.8
594|I-03-324|Motor 3.5 TEFC|5543.36
595|I-03-325|Motor 4 TEFC|6930.56
596|I-03-326|Motor 6 TEFC|10893.6
597|I-03-327|Motor 7 TEFC|15629.12
598|I-03-328|Motor 5.5 TEFC|7866.24
599|I-03-332|Pole 2 TEFC|2573.12
600|I-03-333|Pole 3 TEFC|3876
601|I-03-335|Pole 5 TEFC|7178.08
602|I-03-336|Pole 6 TEFC|11214.56
603|I-03-337|Pole 7 TEFC|15776
604|I-03-338|Pole 5.5 TEFC|8043.04
605|I-03-361|Motor 3.5 Open Drip Proof|5978.56
606|I-03-362|Motor 2 Open Drip Proof|3171.52
607|I-03-363|Motor 3 Open Drip Proof|4349.28
608|I-03-364|Motor 4 Open Drip Proof|6873.44
609|I-03-365|Motor 5 Open Drip Proof|9082.08
610|I-03-366|Motor 6 Open Drip Proof|11924.48
611|I-03-367|Motor 6.5 Open Drip Proof|16940.16
612|I-03-371|Pole 3.5 Open Drip Proof|6068.32
613|I-03-372|Pole 2 Open Drip Proof|3176.96
614|I-03-373|Pole 3 Open Drip Proof|4417.28
615|I-03-374|Pole 4 Open Drip Proof|6982.24
616|I-03-375|Pole 5 Open Drip Proof|9481.92
617|I-03-376|Pole 6 Open Drip Proof|12019.68
618|I-03-378|Pole 6.5 Open Drip Proof|17146.88
619|I-03-382|Motor 2 TEFC|2967.52
620|I-03-383|Motor 3 TEFC|4123.52
621|I-03-384|Motor 4 TEFC|6081.92
622|I-03-385|Motor 5 TEFC|7531.68
623|I-03-386|Motor 5.5 TEFC|8059.36
624|I-03-387|Motor 6 TEFC|11200.96
625|I-03-388|Motor 7 TEFC|15629.12
626|I-03-392|Pole 2 TEFC|3040.96
627|I-03-393|Pole 3 TEFC|4284
628|I-03-394|Pole 4 TEFC|6228.8
629|I-03-395|Pole 5 TEFC|7675.84
630|I-03-396|Pole 5.5 TEFC|8203.52
631|I-03-397|Pole 6 TEFC|11361.44
632|I-03-398|Pole 7 TEFC|15776
633|I-04-403|Oil Immersed / RTE and 12000 Volt 25 (1) Phase - Type S w/Ext. Tap Changer 12000-240/48|1306.6
634|I-04-404|Oil Immersed / RTE and 12000 Volt 37.5 (1) Phase - Type S w/Ext. Tap Changer 12000-240/48|1629.96
635|I-04-405|Oil Immersed / RTE and 12000 Volt 50 (1) Phase - Type S w/Ext. Tap Changer 12000-240/48|1898.8
636|I-04-406|Oil Immersed / RTE and 12000 Volt 75 (1) Phase - Type S w/Ext. Tap Changer 12000-240/48|2705.32
637|I-04-407|Oil Immersed / RTE and 12000 Volt 100 (1) Phase - Type S w/Ext. Tap Changer 12000-240/48|3468.6
638|I-04-408|Oil Immersed / RTE and 12000 Volt 167 (1) Phase - Type S w/Ext. Tap Changer 12000-240/48|4765.8
"639|I-04-411|Oil Immersed / RTE and 12000 Volt 30 (3) Phase -Type CSP, w/Ext. Tap Changer 12470-480|3716.76"
"640|I-04-412|Oil Immersed / RTE and 12000 Volt 45 (3) Phase -Type CSP, w/Ext. Tap Changer 12470-480|4083.36"
"641|I-04-413|Oil Immersed / RTE and 12000 Volt 75 (3) Phase -Type CSP, w/Ext. Tap Changer 12470-480|5382.44"
"642|I-04-414|Oil Immersed / RTE and 12000 Volt 112.5 (3) Phase -Type CSP, w/Ext. Tap Changer 12470-480|6380.72"
643|I-04-423|Oil Immersed / RTE and 12000 Volt 25 (1) Phase - Type S w/Ext. Tap Changer 14400-240/48|1359.24
644|I-04-424|Oil Immersed / RTE and 12000 Volt 37.5 (1) Phase - Type S w/Ext. Tap Changer 14400-240/48|1725.84
645|I-04-425|Oil Immersed / RTE and 12000 Volt 50 (1) Phase - Type S w/Ext. Tap Changer 14400-240/48|2047.32
646|I-04-426|Oil Immersed / RTE and 12000 Volt 75 (1) Phase - Type S w/Ext. Tap Changer 14400-240/48|2801.2
647|I-04-427|Oil Immersed / RTE and 12000 Volt 100 (1) Phase - Type S w/Ext. Tap Changer 14400-240/48|3641.56
648|I-04-428|Oil Immersed / RTE and 12000 Volt 167 (1) Phase - Type S w/Ext. Tap Changer 14400-240/48|4957.56
649|J-01-102|12 HP 675 RPM |9974.25
650|J-01-105|30 HP 450 RPM |28284.75
651|J-01-111|10 HP 800 RPM |8658
652|J-01-113|20 HP 600 RPM |15151.5
653|J-01-123|22 HP 650 RPM |28448.55
654|J-01-128|42 HP 525 RPM |31262.4
655|J-01-129|60 HP 475 RPM |47191.95
656|J-01-142|15 HP 750 RPM |11290.5
657|J-01-153|125 HP 475 RPM |78261.3
658|J-01-154|165 HP 475 RPM |80478.45
659|K-01-105|2 1/16 in  2000 lb 2 3/8 in Tubing |187.2
660|K-01-106|2 9/16 in  2000 lb 2 7/8 in Tubing |249
661|K-01-107|3 1/8 in  2000 lb 3 1/2 in Tubing |265.5
662|K-01-108|7 1/16 in  2000 lb NONE |953.1
663|K-01-109|3 1/8 in  3000 lb 3 1/2 in Tubing |265.5
664|K-01-110|7 1/16 in  3000 lb NONE |953.1
665|K-01-111|2 1/16 in  5000 lb 2 3/8 in Tubing |187.2
